date,Major Incident Type,Incident Count
03/02/2016,Hazardous Condition,18
03/02/2016,Investigation,20
03/02/2016,Medical/Rescue,79
03/02/2016,Public Service Assistance,8
20/03/2010,Medical/Rescue,48
18/06/2010,Public Service Assistance,13
02/07/2010,Fire,6
14/11/2010,Public Service Assistance,5
02/12/2010,Hazardous Condition,20
18/02/2011,False Alarm,32
27/04/2011,Public Service Assistance,11
19/05/2011,Investigation,11
29/05/2011,Investigation,13
16/06/2011,Investigation,10
12/09/2011,Fire,4
03/02/2016,Rupture/Explosion,1
04/02/2016,Fire,2
04/02/2016,Hazardous Condition,22
04/02/2016,Medical/Rescue,61
04/02/2016,Public Service Assistance,12
04/02/2016,Rupture/Explosion,1
05/02/2016,False Alarm,30
05/02/2016,Hazardous Condition,18
05/02/2016,Investigation,8
05/02/2016,Public Service Assistance,14
06/02/2016,False Alarm,19
06/02/2016,Hazardous Condition,13
06/02/2016,Investigation,7
06/02/2016,Medical/Rescue,79
06/02/2016,Public Service Assistance,10
06/02/2016,Rupture/Explosion,1
06/02/2016,Severe Weather,1
07/02/2016,False Alarm,19
07/02/2016,Hazardous Condition,18
07/02/2016,Investigation,11
07/02/2016,Medical/Rescue,73
07/02/2016,Public Service Assistance,5
07/02/2016,Rupture/Explosion,1
08/02/2016,False Alarm,24
08/02/2016,Fire,4
08/02/2016,Hazardous Condition,25
08/02/2016,Investigation,13
08/02/2016,Medical/Rescue,80
08/02/2016,Public Service Assistance,16
08/02/2016,Rupture/Explosion,1
09/02/2016,False Alarm,13
09/02/2016,Fire,3
09/02/2016,Hazardous Condition,23
09/02/2016,Investigation,13
09/02/2016,Medical/Rescue,102
09/02/2016,Public Service Assistance,17
10/02/2016,False Alarm,25
10/02/2016,Fire,2
15/11/2010,Fire,6
23/11/2010,Investigation,21
09/12/2010,Investigation,18
15/04/2011,Medical/Rescue,51
19/05/2011,Medical/Rescue,52
07/02/2016,Fire,2
10/02/2016,Hazardous Condition,23
10/02/2016,Investigation,11
10/02/2016,Medical/Rescue,87
10/02/2016,Public Service Assistance,9
10/02/2016,Rupture/Explosion,2
11/02/2016,False Alarm,23
11/02/2016,Fire,3
11/02/2016,Hazardous Condition,20
11/02/2016,Investigation,10
11/02/2016,Medical/Rescue,87
11/02/2016,Public Service Assistance,8
11/02/2016,Severe Weather,1
12/02/2016,False Alarm,17
12/02/2016,Fire,3
12/02/2016,Hazardous Condition,11
12/02/2016,Investigation,8
12/02/2016,Medical/Rescue,67
12/02/2016,Public Service Assistance,6
13/02/2016,False Alarm,19
13/02/2016,Fire,2
13/02/2016,Hazardous Condition,21
13/02/2016,Investigation,11
13/02/2016,Medical/Rescue,99
13/02/2016,Public Service Assistance,9
14/02/2016,False Alarm,13
14/02/2016,Hazardous Condition,12
14/02/2016,Investigation,11
14/02/2016,Medical/Rescue,86
14/02/2016,Public Service Assistance,9
15/02/2016,False Alarm,16
15/02/2016,Fire,4
15/02/2016,Hazardous Condition,7
15/02/2016,Investigation,11
15/02/2016,Medical/Rescue,72
15/02/2016,Public Service Assistance,5
16/02/2016,False Alarm,12
16/02/2016,Hazardous Condition,14
16/02/2016,Investigation,13
16/02/2016,Medical/Rescue,83
16/02/2016,Public Service Assistance,14
17/02/2016,False Alarm,20
17/02/2016,Hazardous Condition,13
17/02/2016,Investigation,14
17/02/2016,Medical/Rescue,72
17/02/2016,Public Service Assistance,9
17/02/2016,Rupture/Explosion,1
18/02/2016,False Alarm,24
18/02/2016,Fire,4
18/02/2016,Hazardous Condition,12
07/10/2010,Investigation,18
30/10/2010,Hazardous Condition,23
09/12/2010,Medical/Rescue,67
27/01/2011,Investigation,10
28/04/2011,False Alarm,27
03/08/2011,Medical/Rescue,75
18/02/2016,Investigation,16
18/02/2016,Medical/Rescue,109
18/02/2016,Public Service Assistance,10
19/02/2016,False Alarm,29
19/02/2016,Fire,2
19/02/2016,Hazardous Condition,16
19/02/2016,Investigation,13
19/02/2016,Medical/Rescue,97
19/02/2016,Public Service Assistance,8
20/02/2016,False Alarm,15
20/02/2016,Fire,5
20/02/2016,Hazardous Condition,17
20/02/2016,Investigation,8
20/02/2016,Medical/Rescue,65
20/02/2016,Public Service Assistance,7
21/02/2016,Fire,4
21/02/2016,Hazardous Condition,18
21/02/2016,Investigation,10
21/02/2016,Medical/Rescue,80
21/02/2016,Public Service Assistance,8
22/02/2016,False Alarm,21
22/02/2016,Fire,6
22/02/2016,Hazardous Condition,14
22/02/2016,Investigation,8
22/02/2016,Medical/Rescue,86
22/02/2016,Public Service Assistance,9
23/02/2016,Fire,2
23/02/2016,Hazardous Condition,17
23/02/2016,Investigation,13
23/02/2016,Medical/Rescue,65
23/02/2016,Public Service Assistance,6
23/02/2016,Rupture/Explosion,1
23/02/2016,Severe Weather,1
24/02/2016,False Alarm,22
24/02/2016,Hazardous Condition,30
24/02/2016,Investigation,13
24/02/2016,Public Service Assistance,5
25/02/2016,False Alarm,32
25/02/2016,Hazardous Condition,26
25/02/2016,Investigation,14
25/02/2016,Medical/Rescue,92
25/02/2016,Public Service Assistance,12
25/02/2016,Rupture/Explosion,1
26/02/2016,False Alarm,27
26/02/2016,Fire,6
26/02/2016,Hazardous Condition,20
26/02/2016,Public Service Assistance,15
26/02/2016,Rupture/Explosion,1
07/10/2010,Medical/Rescue,70
27/01/2011,Medical/Rescue,67
18/02/2011,Fire,6
27/02/2016,False Alarm,19
27/02/2016,Fire,3
27/02/2016,Hazardous Condition,13
27/02/2016,Medical/Rescue,93
27/02/2016,Public Service Assistance,4
27/02/2016,Severe Weather,1
28/02/2016,False Alarm,17
28/02/2016,Hazardous Condition,19
28/02/2016,Investigation,8
28/02/2016,Medical/Rescue,103
28/02/2016,Public Service Assistance,11
28/02/2016,Severe Weather,1
29/02/2016,Fire,3
29/02/2016,Hazardous Condition,25
29/02/2016,Investigation,19
29/02/2016,Medical/Rescue,101
29/02/2016,Public Service Assistance,12
29/02/2016,Rupture/Explosion,1
01/03/2016,False Alarm,18
01/03/2016,Hazardous Condition,20
01/03/2016,Investigation,14
01/03/2016,Medical/Rescue,87
01/03/2016,Public Service Assistance,7
01/03/2016,Severe Weather,1
02/03/2016,False Alarm,20
02/03/2016,Hazardous Condition,15
02/03/2016,Investigation,13
02/03/2016,Medical/Rescue,80
02/03/2016,Public Service Assistance,10
03/03/2016,Fire,6
03/03/2016,Investigation,16
03/03/2016,Medical/Rescue,100
03/03/2016,Public Service Assistance,7
04/03/2016,False Alarm,18
04/03/2016,Hazardous Condition,22
04/03/2016,Investigation,17
04/03/2016,Medical/Rescue,87
04/03/2016,Public Service Assistance,5
05/03/2016,False Alarm,19
05/03/2016,Hazardous Condition,15
05/03/2016,Investigation,13
05/03/2016,Medical/Rescue,97
05/03/2016,Public Service Assistance,10
06/03/2016,False Alarm,32
06/03/2016,Fire,2
06/03/2016,Hazardous Condition,18
06/03/2016,Investigation,9
06/03/2016,Medical/Rescue,73
06/03/2016,Public Service Assistance,9
07/03/2016,False Alarm,24
07/03/2016,Fire,2
07/03/2016,Hazardous Condition,24
07/03/2016,Investigation,5
07/03/2016,Medical/Rescue,91
07/03/2016,Public Service Assistance,11
01/09/2010,Public Service Assistance,7
21/10/2010,Medical/Rescue,57
23/11/2010,Medical/Rescue,60
09/12/2010,Public Service Assistance,10
05/01/2011,Investigation,8
27/01/2011,Public Service Assistance,4
16/06/2011,Medical/Rescue,67
02/07/2011,False Alarm,15
02/03/2016,Fire,3
07/03/2016,Rupture/Explosion,1
07/03/2016,Severe Weather,3
08/03/2016,False Alarm,14
08/03/2016,Fire,3
08/03/2016,Hazardous Condition,14
08/03/2016,Investigation,7
08/03/2016,Medical/Rescue,64
08/03/2016,Public Service Assistance,11
09/03/2016,Fire,6
09/03/2016,Hazardous Condition,20
09/03/2016,Investigation,15
09/03/2016,Medical/Rescue,94
09/03/2016,Public Service Assistance,12
09/03/2016,Rupture/Explosion,1
10/03/2016,Hazardous Condition,41
10/03/2016,Investigation,11
10/03/2016,Medical/Rescue,92
10/03/2016,Public Service Assistance,15
10/03/2016,Rupture/Explosion,1
10/03/2016,Severe Weather,2
11/03/2016,False Alarm,12
11/03/2016,Fire,2
11/03/2016,Hazardous Condition,14
11/03/2016,Investigation,11
11/03/2016,Medical/Rescue,80
11/03/2016,Public Service Assistance,12
12/03/2016,False Alarm,11
12/03/2016,Fire,2
12/03/2016,Hazardous Condition,15
12/03/2016,Investigation,10
12/03/2016,Medical/Rescue,77
12/03/2016,Public Service Assistance,17
12/03/2016,Severe Weather,1
13/03/2016,Fire,11
13/03/2016,Hazardous Condition,14
13/03/2016,Investigation,13
13/03/2016,Public Service Assistance,8
14/03/2016,False Alarm,23
14/03/2016,Fire,2
14/03/2016,Hazardous Condition,15
14/03/2016,Investigation,5
14/03/2016,Medical/Rescue,86
11/08/2010,Medical/Rescue,67
14/09/2010,False Alarm,28
30/10/2010,Investigation,21
02/12/2010,Investigation,19
10/12/2010,Fire,6
05/01/2011,Medical/Rescue,58
15/01/2011,Public Service Assistance,11
02/07/2011,Fire,15
01/03/2016,Fire,4
14/03/2016,Public Service Assistance,8
15/03/2016,False Alarm,24
15/03/2016,Hazardous Condition,16
15/03/2016,Investigation,10
15/03/2016,Medical/Rescue,85
15/03/2016,Public Service Assistance,4
15/03/2016,Severe Weather,1
16/03/2016,False Alarm,13
16/03/2016,Fire,6
16/03/2016,Hazardous Condition,27
16/03/2016,Investigation,11
16/03/2016,Medical/Rescue,77
16/03/2016,Public Service Assistance,5
16/03/2016,Rupture/Explosion,1
17/03/2016,False Alarm,23
17/03/2016,Fire,1
17/03/2016,Hazardous Condition,14
17/03/2016,Investigation,14
17/03/2016,Medical/Rescue,86
17/03/2016,Public Service Assistance,7
18/03/2016,Hazardous Condition,22
18/03/2016,Investigation,14
18/03/2016,Medical/Rescue,82
18/03/2016,Public Service Assistance,7
18/03/2016,Rupture/Explosion,3
19/03/2016,False Alarm,22
19/03/2016,Hazardous Condition,19
19/03/2016,Investigation,27
19/03/2016,Medical/Rescue,72
19/03/2016,Public Service Assistance,14
19/03/2016,Rupture/Explosion,1
20/03/2016,Fire,10
20/03/2016,Hazardous Condition,13
20/03/2016,Investigation,18
20/03/2016,Medical/Rescue,73
20/03/2016,Public Service Assistance,9
21/03/2016,False Alarm,17
21/03/2016,Fire,5
21/03/2016,Hazardous Condition,6
21/03/2016,Investigation,11
21/03/2016,Medical/Rescue,72
21/03/2016,Public Service Assistance,11
22/03/2016,Fire,3
16/01/2010,Medical/Rescue,60
26/06/2010,Hazardous Condition,18
16/07/2010,Fire,11
16/07/2010,Hazardous Condition,26
26/08/2010,Public Service Assistance,8
07/11/2010,Public Service Assistance,8
18/02/2011,Hazardous Condition,23
17/03/2011,Investigation,18
25/03/2011,Public Service Assistance,6
13/07/2011,Severe Weather,6
15/08/2011,Public Service Assistance,3
22/03/2016,Investigation,10
22/03/2016,Medical/Rescue,62
22/03/2016,Public Service Assistance,11
23/03/2016,Fire,3
23/03/2016,Hazardous Condition,17
23/03/2016,Investigation,9
23/03/2016,Medical/Rescue,66
23/03/2016,Public Service Assistance,11
24/03/2016,False Alarm,21
24/03/2016,Fire,6
24/03/2016,Hazardous Condition,22
24/03/2016,Investigation,10
24/03/2016,Medical/Rescue,73
24/03/2016,Public Service Assistance,12
25/03/2016,False Alarm,19
25/03/2016,Hazardous Condition,20
25/03/2016,Investigation,10
25/03/2016,Medical/Rescue,71
25/03/2016,Public Service Assistance,4
25/03/2016,Rupture/Explosion,3
26/03/2016,False Alarm,21
26/03/2016,Hazardous Condition,13
26/03/2016,Investigation,4
26/03/2016,Medical/Rescue,66
26/03/2016,Public Service Assistance,7
27/03/2016,False Alarm,23
27/03/2016,Hazardous Condition,5
27/03/2016,Investigation,19
27/03/2016,Medical/Rescue,78
27/03/2016,Public Service Assistance,7
28/03/2016,False Alarm,19
28/03/2016,Fire,7
28/03/2016,Hazardous Condition,12
28/03/2016,Investigation,15
28/03/2016,Public Service Assistance,6
29/03/2016,Fire,5
29/03/2016,Hazardous Condition,23
14/09/2010,Fire,4
21/10/2010,Public Service Assistance,8
26/03/2011,Hazardous Condition,19
15/04/2011,Public Service Assistance,7
29/03/2016,Investigation,16
29/03/2016,Medical/Rescue,67
29/03/2016,Public Service Assistance,10
30/03/2016,False Alarm,20
30/03/2016,Hazardous Condition,15
30/03/2016,Investigation,7
30/03/2016,Medical/Rescue,88
30/03/2016,Public Service Assistance,6
31/03/2016,False Alarm,27
31/03/2016,Fire,2
31/03/2016,Hazardous Condition,12
31/03/2016,Investigation,11
31/03/2016,Medical/Rescue,81
31/03/2016,Public Service Assistance,10
01/04/2016,False Alarm,33
01/04/2016,Hazardous Condition,23
01/04/2016,Medical/Rescue,83
01/04/2016,Public Service Assistance,13
01/04/2016,Rupture/Explosion,1
02/04/2016,False Alarm,27
02/04/2016,Hazardous Condition,21
02/04/2016,Investigation,20
02/04/2016,Medical/Rescue,73
02/04/2016,Public Service Assistance,13
02/04/2016,Rupture/Explosion,1
03/04/2016,False Alarm,18
03/04/2016,Investigation,14
03/04/2016,Medical/Rescue,79
03/04/2016,Public Service Assistance,15
04/04/2016,False Alarm,15
04/04/2016,Hazardous Condition,14
04/04/2016,Investigation,14
04/04/2016,Medical/Rescue,81
04/04/2016,Public Service Assistance,9
04/04/2016,Rupture/Explosion,1
05/04/2016,False Alarm,16
05/04/2016,Fire,10
05/04/2016,Hazardous Condition,20
05/04/2016,Investigation,14
05/04/2016,Medical/Rescue,85
05/04/2016,Public Service Assistance,15
05/04/2016,Rupture/Explosion,2
06/04/2016,False Alarm,27
06/04/2016,Hazardous Condition,17
06/04/2016,Investigation,21
06/04/2016,Medical/Rescue,71
06/04/2016,Public Service Assistance,11
06/04/2016,Rupture/Explosion,1
06/04/2016,Severe Weather,1
07/04/2016,Fire,6
07/04/2016,Hazardous Condition,23
16/04/2011,False Alarm,19
28/04/2011,Fire,5
12/09/2011,Hazardous Condition,16
07/04/2016,Investigation,18
07/04/2016,Medical/Rescue,96
07/04/2016,Public Service Assistance,17
07/04/2016,Rupture/Explosion,1
08/04/2016,False Alarm,22
08/04/2016,Fire,5
08/04/2016,Hazardous Condition,31
08/04/2016,Investigation,18
08/04/2016,Medical/Rescue,75
08/04/2016,Public Service Assistance,15
08/04/2016,Rupture/Explosion,1
09/04/2016,False Alarm,20
09/04/2016,Hazardous Condition,24
09/04/2016,Investigation,19
09/04/2016,Medical/Rescue,78
09/04/2016,Public Service Assistance,20
10/04/2016,Fire,4
10/04/2016,Hazardous Condition,12
10/04/2016,Investigation,12
10/04/2016,Medical/Rescue,61
10/04/2016,Public Service Assistance,12
11/04/2016,False Alarm,17
11/04/2016,Hazardous Condition,19
11/04/2016,Investigation,20
11/04/2016,Medical/Rescue,64
11/04/2016,Public Service Assistance,13
12/04/2016,False Alarm,15
12/04/2016,Hazardous Condition,18
12/04/2016,Investigation,18
12/04/2016,Medical/Rescue,74
12/04/2016,Public Service Assistance,12
13/04/2016,False Alarm,21
13/04/2016,Hazardous Condition,14
13/04/2016,Investigation,11
13/04/2016,Medical/Rescue,73
13/04/2016,Public Service Assistance,10
14/04/2016,False Alarm,20
14/04/2016,Fire,2
14/04/2016,Hazardous Condition,17
14/04/2016,Medical/Rescue,66
14/04/2016,Public Service Assistance,7
14/04/2016,Rupture/Explosion,1
15/04/2016,False Alarm,24
15/04/2016,Fire,9
15/04/2016,Hazardous Condition,16
15/04/2016,Investigation,24
15/04/2016,Medical/Rescue,84
15/04/2016,Public Service Assistance,13
16/04/2016,False Alarm,19
16/04/2016,Hazardous Condition,17
16/04/2016,Investigation,11
16/04/2016,Medical/Rescue,61
16/04/2016,Public Service Assistance,13
16/04/2016,Rupture/Explosion,2
20/03/2010,Public Service Assistance,8
24/05/2010,False Alarm,15
26/07/2010,Hazardous Condition,18
27/08/2010,False Alarm,16
27/08/2010,Fire,6
27/09/2010,Medical/Rescue,75
16/04/2016,Severe Weather,1
17/04/2016,False Alarm,24
17/04/2016,Hazardous Condition,22
17/04/2016,Investigation,14
17/04/2016,Medical/Rescue,86
17/04/2016,Public Service Assistance,17
18/04/2016,False Alarm,19
18/04/2016,Fire,9
18/04/2016,Hazardous Condition,22
18/04/2016,Investigation,17
18/04/2016,Medical/Rescue,70
18/04/2016,Public Service Assistance,13
19/04/2016,False Alarm,23
19/04/2016,Fire,9
19/04/2016,Hazardous Condition,22
19/04/2016,Investigation,18
19/04/2016,Medical/Rescue,82
19/04/2016,Public Service Assistance,17
19/04/2016,Severe Weather,1
20/04/2016,Fire,14
20/04/2016,Hazardous Condition,13
20/04/2016,Investigation,18
20/04/2016,Medical/Rescue,75
20/04/2016,Public Service Assistance,10
21/04/2016,Fire,7
21/04/2016,Hazardous Condition,28
21/04/2016,Investigation,16
21/04/2016,Medical/Rescue,97
21/04/2016,Public Service Assistance,22
21/04/2016,Rupture/Explosion,1
22/04/2016,False Alarm,29
22/04/2016,Hazardous Condition,24
22/04/2016,Medical/Rescue,62
22/04/2016,Public Service Assistance,12
23/04/2016,False Alarm,5
23/04/2016,Fire,3
23/04/2016,Hazardous Condition,13
23/04/2016,Investigation,16
23/04/2016,Medical/Rescue,52
23/04/2016,Public Service Assistance,8
23/04/2016,Rupture/Explosion,1
24/04/2016,False Alarm,13
24/04/2016,Fire,3
24/04/2016,Hazardous Condition,9
24/04/2016,Investigation,10
24/04/2016,Medical/Rescue,65
24/04/2016,Public Service Assistance,13
25/04/2016,Hazardous Condition,20
25/04/2016,Investigation,11
26/03/2011,Investigation,13
15/08/2011,Severe Weather,1
25/04/2016,Medical/Rescue,57
25/04/2016,Public Service Assistance,9
26/04/2016,False Alarm,27
26/04/2016,Hazardous Condition,24
26/04/2016,Investigation,11
26/04/2016,Medical/Rescue,79
26/04/2016,Public Service Assistance,6
27/04/2016,False Alarm,22
27/04/2016,Hazardous Condition,29
27/04/2016,Investigation,12
27/04/2016,Medical/Rescue,82
27/04/2016,Public Service Assistance,14
27/04/2016,Rupture/Explosion,1
28/04/2016,False Alarm,23
28/04/2016,Fire,3
28/04/2016,Hazardous Condition,25
28/04/2016,Investigation,8
28/04/2016,Medical/Rescue,86
28/04/2016,Public Service Assistance,9
29/04/2016,False Alarm,20
29/04/2016,Fire,3
29/04/2016,Hazardous Condition,19
29/04/2016,Investigation,16
29/04/2016,Medical/Rescue,75
29/04/2016,Public Service Assistance,13
30/04/2016,False Alarm,25
30/04/2016,Hazardous Condition,16
30/04/2016,Investigation,14
30/04/2016,Medical/Rescue,83
30/04/2016,Public Service Assistance,14
01/05/2016,False Alarm,23
01/05/2016,Fire,4
01/05/2016,Hazardous Condition,21
01/05/2016,Investigation,12
01/05/2016,Medical/Rescue,91
01/05/2016,Public Service Assistance,18
02/05/2016,False Alarm,28
02/05/2016,Hazardous Condition,21
02/05/2016,Investigation,13
02/05/2016,Medical/Rescue,94
02/05/2016,Public Service Assistance,19
03/05/2016,False Alarm,26
03/05/2016,Hazardous Condition,18
03/05/2016,Investigation,22
03/05/2016,Medical/Rescue,100
03/05/2016,Public Service Assistance,20
04/05/2016,False Alarm,21
04/05/2016,Fire,3
04/05/2016,Hazardous Condition,15
04/05/2016,Investigation,23
04/05/2016,Medical/Rescue,74
04/05/2016,Public Service Assistance,19
05/05/2016,False Alarm,29
05/05/2016,Fire,4
