Asset Name,Asset ID,Asset Type,Operating Status,Pool Participant Name,Pool Participant ID
"PB1E PBUB Ret #2","PB1E","Sink","Active","Powerbill Utility Billing Solutions Inc.","PBUB"
"PB1L PBUB SR#8","PB1L","Sink","Active","Powerbill Utility Billing Solutions Inc.","PBUB"
"PB1P PBUB SR#5","PB1P","Sink","Active","Powerbill Utility Billing Solutions Inc.","PBUB"
"PB1R PBUB SR#6","PB1R","Sink","Active","Powerbill Utility Billing Solutions Inc.","PBUB"
"PB1U PBUB Ret #3","PB1U","Sink","Active","Powerbill Utility Billing Solutions Inc.","PBUB"
"PB1X PBUB Ret #4","PB1X","Sink","Active","Powerbill Utility Billing Solutions Inc.","PBUB"
"PC1A PCES Atco LSA","PC1A","Sink","Active","Ovintiv Canada ULC","PCES"
"PC1U PCES Util LSA","PC1U","Sink","Active","Ovintiv Canada ULC","PCES"
"PC1X PCES Enmax LSA","PC1X","Sink","Active","Ovintiv Canada ULC","PCES"
"PCE+ PCES FM Buy","PCE+","Sink","Active","Ovintiv Canada ULC","PCES"
"PCE- PCES FM Sell","PCE-","Source","Active","Ovintiv Canada ULC","PCES"
"PCES TC Load","PCES","Sink","Retired","Ovintiv Canada ULC","PCES"
"PCI+ PCI FM Buy","PCI+","Sink","Active","Linde Canada Inc.","PCI"
"PCI- PCI FM Sell","PCI-","Source","Active","Linde Canada Inc.","PCI"
"PCIF FTSASK INT SUPL","PCIF","Sink","Active","Linde Canada Inc.","PCI"
"PCIP PRENT INT SUPL","PCIP","Sink","Active","Linde Canada Inc.","PCI"
"PCO+ PCOG FM Buy","PCO+","Sink","Active","Suncor Energy Oil Sands Limited Partnership","PCOG"
"PCO- PCOG FM Sell","PCO-","Source","Active","Suncor Energy Oil Sands Limited Partnership","PCOG"
"PCOG TC Load","PCOG","Sink","Active","Suncor Energy Oil Sands Limited Partnership","PCOG"
"PE1A PGCP SR #1","PE1A","Sink","Active","Strathcona Resources Ltd.","PGCP"
"PE1U PGCP SR#2","PE1U","Sink","Active","Strathcona Resources Ltd.","PGCP"
"PEBC BPEG BC Import","PEBC","Source","Active","BP Canada Energy Group ULC","BPEG"
"PEC1 Lindbergh","PEC1","Source","Active","Strathcona Resources Ltd.","PGCP"
"PEG+ BPEG FM Buy","PEG+","Sink","Active","BP Canada Energy Group ULC","BPEG"
"PEG- BPEG FM Sell","PEG-","Source","Active","BP Canada Energy Group ULC","BPEG"
"PEL PEL TC LOAD","PEL","Sink","Active","Pembina NGL Corporation","PEL"
"PESK BPEG SK Import","PESK","Source","Active","BP Canada Energy Group ULC","BPEG"
"PEXB BPEG BC Export","PEXB","Sink","Active","BP Canada Energy Group ULC","BPEG"
"PEXS BPEG SK Export","PEXS","Sink","Active","BP Canada Energy Group ULC","BPEG"
"PG1A PGC SR#1","PG1A","Sink","Retired","Pengrowth Corporation","PGC"
"PG1U PGC SR#2","PG1U","Sink","Retired","Pengrowth Corporation","PGC"
"PGAE Export to BCH #1","PGE0","Sink","Retired","PG &amp; E Energy Trading ","PGET"
"PGAE Export to BCH #10","PGE9","Sink","Retired","PG &amp; E Energy Trading ","PGET"
"PGAE Export to BCH #9","PGE8","Sink","Retired","PG &amp; E Energy Trading ","PGET"
"PGAE Export to SPC #10","PGEJ","Sink","Retired","PG &amp; E Energy Trading ","PGET"
"PGAE Export to SPC #8","PGEH","Sink","Retired","PG &amp; E Energy Trading ","PGET"
"PGAE Export to SPC #9","PGEI","Sink","Retired","PG &amp; E Energy Trading ","PGET"
"PGAE Import from BCH #1","PGI0","Source","Retired","PG &amp; E Energy Trading ","PGET"
"PGAE Import from BCH #10","PGI9","Source","Retired","PG &amp; E Energy Trading ","PGET"
"PGAE Import from BCH #2","PGI1","Source","Retired","PG &amp; E Energy Trading ","PGET"
"PGAE Import from BCH #3","PGI2","Source","Retired","PG &amp; E Energy Trading ","PGET"
"PGAE Import from BCH #4","PGI3","Source","Retired","PG &amp; E Energy Trading ","PGET"
"PGAE Import from BCH #5","PGI4","Source","Retired","PG &amp; E Energy Trading ","PGET"
"PGAE Import from BCH #6","PGI5","Source","Retired","PG &amp; E Energy Trading ","PGET"
"PGAE Import from BCH #7","PGI6","Source","Retired","PG &amp; E Energy Trading ","PGET"
"PGAE Import from BCH #8","PGI7","Source","Retired","PG &amp; E Energy Trading ","PGET"
"PGAE Import from BCH #9","PGI8","Source","Retired","PG &amp; E Energy Trading ","PGET"
"PGAE Import from SPC #1","PGIA","Source","Retired","PG &amp; E Energy Trading ","PGET"
"PGAE Import from SPC #10","PGIJ","Source","Retired","PG &amp; E Energy Trading ","PGET"
"PGAE Import from SPC #2","PGIB","Source","Retired","PG &amp; E Energy Trading ","PGET"
"PGAE Import from SPC #3","PGIC","Source","Retired","PG &amp; E Energy Trading ","PGET"
"PGAE Import from SPC #4","PGID","Source","Retired","PG &amp; E Energy Trading ","PGET"
"PGAE Import from SPC #5","PGIE","Source","Retired","PG &amp; E Energy Trading ","PGET"
"PGAE Import from SPC #6","PGIF","Source","Retired","PG &amp; E Energy Trading ","PGET"
"PGAE Import from SPC #7","PGIG","Source","Retired","PG &amp; E Energy Trading ","PGET"
"PGAE Import from SPC #8","PGIH","Source","Retired","PG &amp; E Energy Trading ","PGET"
"PGAE Import from SPC #9","PGII","Source","Retired","PG &amp; E Energy Trading ","PGET"
"PGBC BC Import Unit","PGBC","Source","Retired","PG &amp; E Energy Trading","PGET"
"PGC+ PGC FM Buy","PGC+","Sink","Retired","Pengrowth Corporation","PGC"
"PGC- PGC FM Sell","PGC-","Source","Retired","Pengrowth Corporation","PGC"
"PGE+ PGET FM Buy","PGE+","Sink","Retired","PG &amp; E Energy Trading","PGET"
"PGE- PGET FM Sell","PGE-","Source","Retired","PG &amp; E Energy Trading","PGET"
"PGE1 PGAE BCH Export 1","PGE1","Sink","Retired","PG &amp; E Energy Trading","PGET"
"PGE2 PGAE BCH Export 2","PGE2","Sink","Retired","PG &amp; E Energy Trading ","PGET"
"PGE3 PGAE BCH Export 3","PGE3","Sink","Retired","PG &amp; E Energy Trading ","PGET"
"PGE4 PGAE BCH Export 4","PGE4","Sink","Retired","PG &amp; E Energy Trading ","PGET"
"PGE5 PGAE BCH Export 5","PGE5","Sink","Retired","PG &amp; E Energy Trading ","PGET"
"PGE6 PGAE BCH Export 6","PGE6","Sink","Retired","PG &amp; E Energy Trading ","PGET"
"PGE7 PGAE BCH Export 7","PGE7","Sink","Retired","PG &amp; E Energy Trading ","PGET"
"PGEA PGAE SPC Export 1","PGEA","Sink","Retired","PG &amp; E Energy Trading","PGET"
"PGEB PGAE SPC Export 2","PGEB","Sink","Retired","PG &amp; E Energy Trading ","PGET"
"PGEC PGAE SPC Export 3","PGEC","Sink","Retired","PG &amp; E Energy Trading ","PGET"
"PGED PGAE SPC Export 4","PGED","Sink","Retired","PG &amp; E Energy Trading ","PGET"
"PGEE PGAE SPC Export 5","PGEE","Sink","Retired","PG &amp; E Energy Trading ","PGET"
"PGEF PGAE SPC Export 6","PGEF","Sink","Retired","PG &amp; E Energy Trading ","PGET"
"PGEG PGAE SPC Export 7","PGEG","Sink","Retired","PG &amp; E Energy Trading ","PGET"
"PGSK Sask Import Unit","PGSK","Source","Retired","PG &amp; E Energy Trading","PGET"
"PH1 Poplar Hill #1","PH1","Source","Active","Heartland Generation Ltd.","PPHL"
"PKNE Cowley Ridge Phase 2","PKNE","Source","Retired","Cowley Ridge Wind Power Inc.","CWPI"
"PLH1 NDP","PLH1","Source","Inactive","NDP","NDP"
"PM1A PMC SR #2","PM1A","Sink","Retired","Plains Marketing Canada, L.P.","PMC"
"PM1U PMC SR#1","PM1U","Sink","Retired","Plains Marketing Canada, L.P.","PMC"
"PMB1 West Pembina","PMB1","Source","Active","Keyera Partnership","KEY"
"PO1A  PC0G SR","PO1A","Sink","Active","Suncor Energy Oil Sands Limited Partnership","PCOG"
"POW+ POWM FM Buy","POW+","Sink","Retired","PowerMark Inc","POWM"
"POW- POWM FM Sell","POW-","Source","Retired","PowerMark Inc","POWM"
"PP1A PPC SR#1","PP1A","Sink","Active","Pembina Pipeline Corporation","PPC"
"PP1E PPC SR #3","PP1E","Sink","Active","Pembina Pipeline Corporation","PPC"
"PP1U PPC SR#2","PP1U","Sink","Active","Pembina Pipeline Corporation","PPC"
"PPBC Power Pool BC Import","PPBC","Source","Active","AESO - Market","PPOA"
"PPC TC Load","PPC","Sink","Active","Pembina Pipeline Corporation","PPC"
"PPC+ PPC FM Buy","PPC+","Sink","Active","Pembina Pipeline Corporation","PPC"
"PPC- PPC FM Sell","PPC-","Source","Active","Pembina Pipeline Corporation","PPC"
"PPHL TC Load","PPHL","Sink","Active","Heartland Generation Ltd.","PPHL"
"PPNW PPC NorthWest SUPL","PPNW","Sink","Active","Pembina Pipeline Corporation","PPC"
"PPSK Power Pool Sask Import","PPSK","Source","Active","AESO - Market","PPOA"
"PR1 Primrose #1","PR1","Source","Active","Canadian Natural Resources Limited","ACRL"
"PR1A PRW SR#1","PR1A","Sink","Retired","PrimeWest Energy Inc","PRW"
"PR1U PRW SR#2","PR1U","Sink","Retired","PrimeWest Energy Inc","PRW"
"PRDA TC Load","PRDA","Sink","Active","Pieridae Alberta Production Ltd.","PRDA"
"PRW+ PRW FM Buy","PRW+","Sink","Retired","PrimeWest Energy Inc","PRW"
"PRW- PRW FM Sell","PRW-","Source","Retired","PrimeWest Energy Inc","PRW"
"PS1A PBUS SR#1","PS1A","Sink","Active","Powerbill Utility Billing Solutions Inc.","PBUS"
"PS1C PBUS SR#8","PS1C","Sink","Active","Powerbill Utility Billing Solutions Inc.","PBUS"
"PS1E PBUS SR#4","PS1E","Sink","Active","Powerbill Utility Billing Solutions Inc.","PBUS"
"PS1L PBUS SR#9","PS1L","Sink","Active","Powerbill Utility Billing Solutions Inc.","PBUS"
"PS1P PBUS SR#6","PS1P","Sink","Active","Powerbill Utility Billing Solutions Inc.","PBUS"
"PS1R PBUS SR#7","PS1R","Sink","Active","Powerbill Utility Billing Solutions Inc.","PBUS"
"PS1U PBUS SR#2","PS1U","Sink","Active","Powerbill Utility Billing Solutions Inc.","PBUS"
"PS1X PBUS SR#3","PS1X","Sink","Active","Powerbill Utility Billing Solutions Inc.","PBUS"
"PS2E PBUS SR#5","PS2E","Sink","Active","Powerbill Utility Billing Solutions Inc.","PBUS"
"PSBC PSCC Import BC","PSBC","Source","Retired","Public Service Co. of Colorado","PSCC"
"PSSK PSCC Import Sask","PSSK","Source","Retired","Public Service Co. of Colorado","PSCC"
"PSXB PSCC Export BC","PSXB","Sink","Retired","Public Service Co. of Colorado","PSCC"
"PSXS PSCC Export Sask","PSXS","Sink","Retired","Public Service Co. of Colorado","PSCC"
"PT1U MFCP SR #1","PT1U","Sink","Retired","MFC Power Limited Partnership","MFCP"
"PU1U PUC Ret. 1","PU1U","Sink","Active","Peigan Indian Rural Electrification Association Ltd.","PUC"
"PW01 Minnehik-Buck Lake","PW01","Source","Retired","Keyera Partnership","KEY"
"PW02 Otter Lake Generation","PW02","Source","Retired","Penn West Petroleum Ltd","PWPL"
"PW1A PWPL SR #1","PW1A","Sink","Retired","Penn West Petroleum Ltd","PWPL"
"PW1U PWP SR#2","PW1U","Sink","Retired","Penn West Petroleum Ltd","PWPL"
"PW20 PWX Export to BCH","PW20","Sink","Active","Powerex Corp.","PWX"
"PW21 PWX Export to BCH","PW21","Sink","Retired","B.C. Power Exchange","PWX"
"PW22 PWX Export to BCH","PW22","Sink","Retired","B.C. Power Exchange","PWX"
"PW23 PWX Export to BCH","PW23","Sink","Retired","B.C. Power Exchange","PWX"
"PW24 PWX Export to BCH","PW24","Sink","Retired","B.C. Power Exchange","PWX"
"PW25 PWX Export to BCH","PW25","Sink","Retired","B.C. Power Exchange","PWX"
"PW26 PWX Export to BCH","PW26","Sink","Retired","B.C. Power Exchange","PWX"
"PW41 PWX SPC Export","PW41","Sink","Active","Powerex Corp.","PWX"
"PWBC BC Import Unit","PWBC","Source","Active","Powerex Corp.","PWX"
"PWMT PWX MT Import","PWMT","Source","Active","Powerex Corp.","PWX"
"PWP+ PWPL FM Buy","PWP+","Sink","Retired","Penn West Petroleum Ltd","PWPL"
"PWP- PWPL FM Sell","PWP-","Source","Retired","Penn West Petroleum Ltd","PWPL"
"PWP1 PWPL Gen #1","PWP1","Source","Retired","Penn West Petroleum Ltd","PWPL"
"PWP2 PWPL Gen #2","PWP2","Source","Retired","Penn West Petroleum Ltd","PWPL"
"PWRE PWX BC Import","PWRE","Source","Active","Powerex Corp.","PWX"
"PWRR PWX Regulating Reserve","PWRR","Source","Inactive","Powerex Corp.","PWX"
"PWSK Sask Import Unit","PWSK","Source","Active","Powerex Corp.","PWX"
"PWSR PWX Spinning Reserve","PWSR","Source","Active","Powerex Corp.","PWX"
"PWX Export Unit 30","PW30","Sink","Retired","B.C. Power Exchange","PWX"
"PWX Export Unit 31","PW31","Sink","Retired","B.C. Power Exchange","PWX"
"PWX Export Unit 32","PW32","Sink","Retired","B.C. Power Exchange","PWX"
"PWX Export Unit 33","PW33","Sink","Retired","B.C. Power Exchange","PWX"
"PWX Export Unit 34","PW34","Sink","Retired","B.C. Power Exchange","PWX"
"PWX Export Unit 35","PW35","Sink","Retired","B.C. Power Exchange","PWX"
"PWX Export Unit 36","PW36","Sink","Retired","B.C. Power Exchange","PWX"
"PWX Export Unit 37","PW37","Sink","Retired","B.C. Power Exchange","PWX"
"PWX Export Unit 38","PW38","Sink","Retired","B.C. Power Exchange","PWX"
"PWX Export Unit 39","PW39","Sink","Retired","B.C. Power Exchange","PWX"
"PWX Export to BCH","PW27","Sink","Retired","B.C. Power Exchange","PWX"
"PWX Export to BCH","PW28","Sink","Retired","B.C. Power Exchange","PWX"
"PWX Export to BCH","PW29","Sink","Retired","B.C. Power Exchange","PWX"
"PWX Import Unit 10","PW10","Source","Retired","B.C. Power Exchange","PWX"
"PWX Import Unit 11","PW11","Source","Retired","B.C. Power Exchange","PWX"
"PWX Import Unit 12","PW12","Source","Retired","B.C. Power Exchange","PWX"
"PWX Import Unit 13","PW13","Source","Retired","B.C. Power Exchange","PWX"
"PWX Import Unit 14","PW14","Source","Retired","B.C. Power Exchange","PWX"
"PWX Import Unit 15","PW15","Source","Retired","B.C. Power Exchange","PWX"
"PWX Import Unit 16","PW16","Source","Retired","B.C. Power Exchange","PWX"
"PWX Import Unit 17","PW17","Source","Retired","B.C. Power Exchange","PWX"
"PWX Import Unit 18","PW18","Source","Retired","B.C. Power Exchange","PWX"
"PWX Import Unit 19","PW19","Source","Retired","B.C. Power Exchange","PWX"
"PWX Import from BCH","PW0","Source","Retired","B.C. Power Exchange","PWX"
"PWX Import from BCH","PW1","Source","Retired","B.C. Power Exchange","PWX"
"PWX Import from BCH","PW2","Source","Retired","B.C. Power Exchange","PWX"
"PWX Import from BCH","PW3","Source","Retired","B.C. Power Exchange","PWX"
"PWX Import from BCH","PW4","Source","Retired","B.C. Power Exchange","PWX"
"PWX Import from BCH","PW5","Source","Retired","B.C. Power Exchange","PWX"
"PWX Import from BCH","PW6","Source","Retired","B.C. Power Exchange","PWX"
"PWX Import from BCH","PW7","Source","Retired","B.C. Power Exchange","PWX"
"PWX Import from BCH","PW8","Source","Retired","B.C. Power Exchange","PWX"
"PWX Import from BCH","PW9","Source","Retired","B.C. Power Exchange","PWX"
"PWX Import from SPC","PW40","Source","Retired","B.C. Power Exchange","PWX"
"PWX+ PWX FM Buy","PWX+","Sink","Active","Powerex Corp.","PWX"
"PWX- PWX FM Sell","PWX-","Source","Active","Powerex Corp.","PWX"
"PWXM PWX MT Export","PWXM","Sink","Active","Powerex Corp.","PWX"
"PX1U PCI SR#1","PX1U","Sink","Active","Linde Canada Inc.","PCI"
"PacifiCorp Export to BCH","PCX1","Sink","Retired","PacifiCorp","PCFC"
"PacifiCorp Import from BC","PCI1","Source","Retired","PacifiCorp","PCFC"
"Peace River Diesel IPP","PRD1","Source","Retired","TransCanada Energy Ltd.","TCN"
"Pool Emerg Import on BCH","PPI1","Source","Retired","Power Pool of Alberta","PPOA"
"Pool Emerg Import on BCH","PPI2","Source","Retired","Power Pool of Alberta","PPOA"
"Pool Emerg Import on BCH","PPI3","Source","Retired","Power Pool of Alberta","PPOA"
"Pool Emerg Import on CMH","PPI4","Source","Retired","Power Pool of Alberta","PPOA"
"Pool Emerg Import on SPC","PPIA","Source","Retired","Power Pool of Alberta","PPOA"
"Pool Emerg Import on SPC","PPIB","Source","Retired","Power Pool of Alberta","PPOA"
"Pool Emerg Import on SPC","PPIC","Source","Retired","Power Pool of Alberta","PPOA"
"RA1A RAEL SR#1","RA1A","Sink","Retired","Rio Alto Exploration Ltd","RAEL"
"RA1E RAEL SR#2","RA1E","Sink","Retired","Rio Alto Exploration Ltd","RAEL"
"RA1U RAEL SR#3","RA1U","Sink","Retired","Rio Alto Exploration Ltd","RAEL"
"RA1X RAC SR","RA1X","Sink","Retired","Ryan A. Michaluk","RAC"
"RB1 Rainbow #1","RB1","Source","Retired","ATCO Power Canada Ltd.","CUPC"
"RB2 Rainbow #2","RB2","Source","Retired","ATCO Power Canada Ltd.","CUPC"
"RB3 Rainbow #3","RB3","Source","Retired","ATCO Power Canada Ltd.","CUPC"
"RB5 Rainbow #5","RB5","Source","Active","Heartland Generation Ltd.","ATRB"
"RDE1 ENFX Red Earth","RDE1","Source","Retired","Harvest Operations Corp.","CYTE"
"RDR Firm Load","RDR","Sink","Retired","City of Red Deer","RDR"
"RDR+ RDR FM Buy","RDR+","Sink","Active","City of Red Deer","RDR"
"RDR- RDR FM Sell","RDR-","Source","Active","City of Red Deer","RDR"
"RE10 Site 06-26-011-11W4","RE10","Source","Retired","Husky Oil Operations Ltd","RENA"
"RE11 Site 06-26-011-011W4","RE11","Source","Retired","Husky Oil Operations Ltd","RENA"
"RE12 Renaissance #12","RE12","Source","Retired","Husky Oil Operations Ltd","RENA"
"RE13 Renaissance #13","RE13","Source","Retired","Husky Oil Operations Ltd","RENA"
"RE14 Renaissance #14","RE14","Source","Retired","Husky Oil Operations Ltd","RENA"
"RE15 Renaissance #15","RE15","Source","Retired","Husky Oil Operations Ltd","RENA"
"RE16 Renaissance #16","RE16","Source","Retired","Husky Oil Operations Ltd","RENA"
"RE17 Renaissance #17","RE17","Source","Retired","Husky Oil Operations Ltd","RENA"
"RE18 Site 12-20-09-16 W4","RE18","Source","Retired","Husky Oil Operations Ltd","RENA"
"RE19 Site 03-24-20-07 W4","RE19","Source","Retired","Husky Oil Operations Ltd","RENA"
"RE1A RENA SR#2","RE1A","Sink","Active","Cenovus Energy Inc.","RENA"
"RE1E RENA SR#3","RE1E","Sink","Active","Cenovus Energy Inc.","RENA"
"RE1L RENA SR#4","RE1L","Sink","Active","Cenovus Energy Inc.","RENA"
"RE1R RENA SR#5","RE1R","Sink","Active","Cenovus Energy Inc.","RENA"
"RE1U RENA SR#1","RE1U","Sink","Active","Cenovus Energy Inc.","RENA"
"RE1X RENA Ret #1","RE1X","Sink","Active","Cenovus Energy Inc.","RENA"
"RE20 Site 03-24-20-07 W4 #2","RE20","Source","Retired","Husky Oil Operations Ltd","RENA"
"RE21 Site 02-18-63-05 W4","RE21","Source","Retired","Husky Oil Operations Ltd","RENA"
"RE22 Site 02-18-63-05 W4 #2","RE22","Source","Retired","Husky Oil Operations Ltd","RENA"
"RE23 Site 16-08-64-01 W5","RE23","Source","Retired","Husky Oil Operations Ltd","RENA"
"RE24 Site 05-14-10-17 W4","RE24","Source","Retired","Husky Oil Operations Ltd","RENA"
"RE25 Site 05-14-10-17 W4 #2","RE25","Source","Retired","Husky Oil Operations Ltd","RENA"
"RE27 Site 06-26-011-11W4","RE27","Source","Retired","Husky Oil Operations Ltd","RENA"
"RE28 Redwater","RE28","Source","Retired","Husky Oil Operations Ltd","RENA"
"RE29 02-10-064-23W4M","RE29","Source","Retired","Husky Oil Operations Ltd","RENA"
"RE32 02-10-064-23W4M","RE32","Source","Retired","Husky Oil Operations Ltd","RENA"
"RE33 06-26-011-11W4","RE33","Source","Retired","Husky Oil Operations Ltd","RENA"
"REBC REMC BC Import","REBC","Source","Active","Rainbow Energy Marketing Corporation","REMC"
"REMT REMC MT Import","REMT","Source","Active","Rainbow Energy Marketing Corporation","REMC"
"REN+ RENA FM Buy","REN+","Sink","Active","Cenovus Energy Inc.","RENA"
"REN- RENA FM Sell","REN-","Source","Active","Cenovus Energy Inc.","RENA"
"REN1 Renaissance #1","REN1","Source","Retired","Renaissance Energy Ltd.","RENA"
"REN2 Renaissance #2","REN2","Source","Retired","Husky Oil Operations Ltd","RENA"
"REN3 Site 02-30-11-13W4","REN3","Source","Retired","Renaissance Energy Ltd.","RENA"
"REN4 Site 01-19-11-13W4","REN4","Source","Retired","Husky Oil Operations Ltd","RENA"
"REN5 Site 12-19-06-16W4","REN5","Source","Retired","Husky Oil Operations Ltd","RENA"
"REN6 Site 10-10-08-18W4","REN6","Source","Retired","Husky Oil Operations Ltd","RENA"
"REN7 Site 05-14-10-17W4","REN7","Source","Retired","Husky Oil Operations Ltd","RENA"
"REN8 Site 06-24-10-17W4","REN8","Source","Retired","Husky Oil Operations Ltd","RENA"
"REN9 16w4","REN9","Source","Retired","Husky Oil Operations Ltd","RENA"
"RENA TC Load","RENA","Sink","Active","Cenovus Energy Inc.","RENA"
"RESK REMC Sask Import","RESK","Source","Active","Rainbow Energy Marketing Corporation","REMC"
"REV1 Revive","REV1","Source","Retired","Revive Energy Corp.","REVC"
"REXB REMC BC Export","REXB","Sink","Active","Rainbow Energy Marketing Corporation","REMC"
"REXM REMC MT export","REXM","Sink","Active","Rainbow Energy Marketing Corporation","REMC"
"REXS Sask Export","REXS","Sink","Active","Rainbow Energy Marketing Corporation","REMC"
"RG10 Rossdale #10","RG10","Source","Retired","EPCOR Power Development Corp","EPDC"
"RG8 Rossdale #8","RG8","Source","Retired","EPCOR Power Development Corp","EPDC"
"RG9 Rossdale #9","RG9","Source","Retired","EPCOR Power Development Corp","EPDC"
"RIV1 Riverview","RIV1","Source","Active","Riverview Limited Partnership","RVLP"
"RL1 Rainbow Lake #1","RL1","Source","Active","Heartland Generation Ltd.","ATRB"
"RNGB LSSi","RNGB","Sink","Active","West Fraser Mills Ltd.","WFML"
"RPC1 RPC","RPC1","Source","Active","Reidco Power Corp.","RPC"
"RR1U RREA SR#1","RR1U","Sink","Active","Rocky REA Ltd.","RREA"
"RR2U RRE2 Ret.#2","RR2U","Sink","Active","Rocky REA Ltd.","RRE2"
"RSA Resource Scheduling Adj.","RSA","Source","Retired","AESO - Market","PPOA"
"RSD1 Rossdale Edmonton","RSD1","Source","Retired","T ProCura Mayfair North Limited Partnership","MYFR"
"RTL1 Rattlesnake Ridge Wind","RTL1","Source","Active","BHE Canada Rattlesnake L.P.","BCRL"
"RV1A REVY SR 1","RV1A","Sink","Retired","RONA REVY Inc","REVY"
"RV1E REVY SR 3","RV1E","Sink","Retired","RONA REVY Inc","REVY"
"RV1L REVY SR 5","RV1L","Sink","Retired","RONA REVY Inc","REVY"
"RV1R REVY SR 6","RV1R","Sink","Retired","RONA REVY Inc","REVY"
"RV1U REVY SR 2","RV1U","Sink","Retired","RONA REVY Inc","REVY"
